ForecastId,ConfirmedCases,Fatalities
1,311.39532470703125,17.950510025024414
2,311.39532470703125,17.950510025024414
3,311.39532470703125,17.950510025024414
4,311.39532470703125,17.950510025024414
5,311.39532470703125,17.950510025024414
6,311.39532470703125,17.950510025024414
7,198.13128662109375,4.217599868774414
8,198.13128662109375,4.217599868774414
9,198.13128662109375,4.217599868774414
10,198.13128662109375,4.217599868774414
11,198.13128662109375,4.217599868774414
12,198.13128662109375,4.217599868774414
13,198.13128662109375,4.217599868774414
14,198.13128662109375,4.217599868774414
15,198.13128662109375,4.217599868774414
16,198.36192321777344,4.217599868774414
17,199.98330688476562,4.334469795227051
18,205.8750457763672,4.546450138092041
19,260.7157287597656,6.304319858551025
20,302.2151794433594,8.170220375061035
21,330.0298156738281,10.458809852600098
22,348.1288146972656,12.50844955444336
23,346.58856201171875,14.187620162963867
24,335.1821594238281,15.009090423583984
25,313.0889892578125,15.464570045471191
26,308.7273254394531,16.122419357299805
27,309.12774658203125,16.828920364379883
28,317.81036376953125,17.58371925354004
29,318.208984375,17.517610549926758
30,318.02081298828125,17.831960678100586
31,318.02081298828125,18.064760208129883
32,311.39532470703125,17.950510025024414
33,311.39532470703125,17.950510025024414
34,311.39532470703125,17.950510025024414
35,311.39532470703125,17.950510025024414
36,311.39532470703125,17.950510025024414
37,198.13128662109375,4.217599868774414
38,198.13128662109375,4.217599868774414
39,198.13128662109375,4.217599868774414
40,198.13128662109375,4.217599868774414
41,198.13128662109375,4.217599868774414
42,198.13128662109375,4.217599868774414
43,198.13128662109375,4.217599868774414
44,311.39532470703125,17.950510025024414
45,311.39532470703125,17.950510025024414
46,311.39532470703125,17.950510025024414
47,311.39532470703125,17.950510025024414
48,311.39532470703125,17.950510025024414
49,311.39532470703125,17.950510025024414
50,198.13128662109375,4.217599868774414
51,198.13128662109375,4.217599868774414
52,198.13128662109375,4.217599868774414
53,198.13128662109375,4.217599868774414
54,198.13128662109375,4.217599868774414
55,198.13128662109375,4.217599868774414
56,198.13128662109375,4.217599868774414
57,198.13128662109375,4.217599868774414
58,198.13128662109375,4.217599868774414
59,198.36192321777344,4.217599868774414
60,199.98330688476562,4.334469795227051
61,205.8750457763672,4.546450138092041
62,260.7157287597656,6.304319858551025
63,302.2151794433594,8.170220375061035
64,330.0298156738281,10.458809852600098
65,348.1288146972656,12.50844955444336
66,346.58856201171875,14.187620162963867
67,335.1821594238281,15.009090423583984
68,313.0889892578125,15.464570045471191
69,308.7273254394531,16.122419357299805
70,309.12774658203125,16.828920364379883
71,317.81036376953125,17.58371925354004
72,318.208984375,17.517610549926758
73,318.02081298828125,17.831960678100586
74,318.02081298828125,18.064760208129883
75,311.39532470703125,17.950510025024414
76,311.39532470703125,17.950510025024414
77,311.39532470703125,17.950510025024414
78,311.39532470703125,17.950510025024414
79,311.39532470703125,17.950510025024414
80,198.13128662109375,4.217599868774414
81,198.13128662109375,4.217599868774414
82,198.13128662109375,4.217599868774414
83,198.13128662109375,4.217599868774414
84,198.13128662109375,4.217599868774414
85,198.13128662109375,4.217599868774414
86,198.13128662109375,4.217599868774414
87,311.39532470703125,17.950510025024414
88,311.39532470703125,17.950510025024414
89,311.39532470703125,17.950510025024414
90,311.39532470703125,17.950510025024414
91,311.39532470703125,17.950510025024414
92,311.39532470703125,17.950510025024414
93,198.13128662109375,4.217599868774414
94,198.13128662109375,4.217599868774414
95,198.13128662109375,4.217599868774414
96,198.13128662109375,4.217599868774414
97,198.13128662109375,4.217599868774414
98,198.13128662109375,4.217599868774414
99,198.13128662109375,4.217599868774414
100,198.13128662109375,4.217599868774414
101,198.13128662109375,4.217599868774414
102,198.36192321777344,4.217599868774414
103,199.98330688476562,4.334469795227051
104,205.8750457763672,4.546450138092041
105,260.7157287597656,6.304319858551025
106,302.2151794433594,8.170220375061035
107,330.0298156738281,10.458809852600098
108,348.1288146972656,12.50844955444336
109,346.58856201171875,14.187620162963867
110,335.1821594238281,15.009090423583984
111,313.0889892578125,15.464570045471191
112,308.7273254394531,16.122419357299805
113,309.12774658203125,16.828920364379883
114,317.81036376953125,17.58371925354004
115,318.208984375,17.517610549926758
116,318.02081298828125,17.831960678100586
117,318.02081298828125,18.064760208129883
118,311.39532470703125,17.950510025024414
119,311.39532470703125,17.950510025024414
120,311.39532470703125,17.950510025024414
121,311.39532470703125,17.950510025024414
122,311.39532470703125,17.950510025024414
123,198.13128662109375,4.217599868774414
124,198.13128662109375,4.217599868774414
125,198.13128662109375,4.217599868774414
126,198.13128662109375,4.217599868774414
127,198.13128662109375,4.217599868774414
128,198.13128662109375,4.217599868774414
129,198.13128662109375,4.217599868774414
130,311.39532470703125,17.950510025024414
